"0",""
"0","# ── VERDICT CSV — merge Claude findings + Google DAI damages ──────────────────"
"0","#"
"0","# Claude provides:     Yes/No liability findings, fault percentages, verdict date"
"0","# Google DAI provides: dollar amounts with per-field confidence scores"
"0","# Merge key:           case_id + filepath"
"0",""
"0","# Helper: collapse a JSON array field (e.g. list of names) to a semicolon string"
"0","collapse_list_field <- function(json_list, field) {"
"0","  val <- json_list[[field]]"
"0","  if (is.null(val) || length(val) == 0) return(NA_character_)"
"0","  paste(unlist(val), collapse = ""; "")"
"0","}"
"0",""
"0","verdict_claude <- results %>%"
"0","  filter(doc_type == ""verdict"", !is.na(raw_reply)) %>%"
"0","  mutate(parsed = map(raw_reply, ~{"
"0","    clean <- str_replace_all(.x, ""```json|```"", """") %>% str_trim()"
"0","    tryCatch(fromJSON(clean, simplifyVector = FALSE), error = function(e) NULL)"
"0","  })) %>%"
"0","  filter(!map_lgl(parsed, is.null)) %>%"
"0","  mutate("
"0","    # Party info"
"0","    plaintiff_names              = map_chr(parsed, ~collapse_list_field(.x, ""plaintiff_names"")),"
"0","    plaintiff_count              = map_chr(parsed, ~safe_field(.x, ""plaintiff_count"")),"
"0","    plaintiff_types              = map_chr(parsed, ~collapse_list_field(.x, ""plaintiff_types"")),"
"0","    plaintiff_genders            = map_chr(parsed, ~collapse_list_field(.x, ""plaintiff_genders"")),"
"0","    defendant_names              = map_chr(parsed, ~collapse_list_field(.x, ""defendant_names"")),"
"0","    defendant_count              = map_chr(parsed, ~safe_field(.x, ""defendant_count"")),"
"0","    defendant_types              = map_chr(parsed, ~collapse_list_field(.x, ""defendant_types"")),"
"0","    defendant_genders            = map_chr(parsed, ~collapse_list_field(.x, ""defendant_genders"")),"
"0","    # Verdict outcome"
"0","    verdict_for                  = map_chr(parsed, ~safe_field(.x, ""verdict_for"")),"
"0","    verdict_date                 = map_chr(parsed, ~safe_field(.x, ""verdict_date"")),"
"0","    # Liability findings"
"0","    causation_finding            = map_chr(parsed, ~safe_field(.x, ""causation_finding"")),"
"0","    defective_design_finding     = map_chr(parsed, ~safe_field(.x, ""defective_design_finding"")),"
"0","    inadequate_warnings          = map_chr(parsed, ~safe_field(.x, ""inadequate_warnings_finding"")),"
"0","    negligence_finding           = map_chr(parsed, ~safe_field(.x, ""negligence_finding"")),"
"0","    decedent_fault_finding       = map_chr(parsed, ~safe_field(.x, ""decedent_fault_finding"")),"
"0","    defendant_fault_pct          = map_chr(parsed, ~safe_field(.x, ""defendant_fault_pct"")),"
"0","    plaintiff_fault_pct          = map_chr(parsed, ~safe_field(.x, ""plaintiff_fault_pct"")),"
"0","    # Damages"
"0","    noneconomic_damages_requested = map_chr(parsed, ~safe_field(.x, ""noneconomic_damages_requested"")),"
"0","    punitive_damages_requested    = map_chr(parsed, ~safe_field(.x, ""punitive_damages_requested"")),"
"0","    total_awarded_to_plaintiffs   = map_chr(parsed, ~safe_field(.x, ""total_awarded_to_plaintiffs"")),"
"0","    noneconomic_damages_awarded   = map_chr(parsed, ~safe_field(.x, ""noneconomic_damages_awarded"")),"
"0","    punitive_damages_awarded      = map_chr(parsed, ~safe_field(.x, ""punitive_damages_awarded"")),"
"0","    claude_notes                  = map_chr(parsed, ~safe_field(.x, ""notes""))"
"0","  ) %>%"
"0","  select(case_id, filepath,"
"0","         plaintiff_names, plaintiff_count, plaintiff_types, plaintiff_genders,"
"0","         defendant_names, defendant_count, defendant_types, defendant_genders,"
"0","         verdict_for, verdict_date,"
"0","         causation_finding, defective_design_finding, inadequate_warnings,"
"0","         negligence_finding, decedent_fault_finding,"
"0","         defendant_fault_pct, plaintiff_fault_pct,"
"0","         noneconomic_damages_requested, punitive_damages_requested,"
"0","         total_awarded_to_plaintiffs, noneconomic_damages_awarded,"
"0","         punitive_damages_awarded, claude_notes)"
"0",""
"0","# Google DAI damages — one row per extracted field per verdict PDF"
"0","dai_damages_clean <- dai_damages %>%"
"0","  select(case_id, filepath,"
"0","         dai_field_name   = field_name,"
"0","         dai_field_value  = field_value,"
"0","         dai_amount       = amount_numeric,"
"0","         value_confidence,"
"0","         flag_for_review)"
"0",""
"0","# Left join: every Claude verdict row gets matched DAI damages rows"
"0","output_verdicts <- verdict_claude %>%"
"0","  left_join(dai_damages_clean, by = c(""case_id"", ""filepath""))"
"0",""
"0","write_csv(output_verdicts, ""output_verdicts.csv"")"
"0","message(""Saved output_verdicts.csv — "", nrow(output_verdicts), "" rows"")"
"2","Saved output_verdicts.csv — 1 rows
"
"0","message(""  Fields flagged for manual review: "","
"0","        sum(output_verdicts$flag_for_review, na.rm = TRUE))"
"2","  Fields flagged for manual review: 0
"
"0","# ── JUDGMENT CSV ──────────────────────────────────────────────────────────────"
"0","judgment_rows <- results %>%"
